OBJECTID,PlotID,SiteName,PreviouslyEvaluated,EstablishmentDate,Project,PriorityOrder,SamplingApproach,BaseOver,DesignStratum,MultidensityCategory,FieldOffice,DistrictOffice,AdminState,StateCode,SpeciesState,County,WetlandIndicatorRegion,LRR,ElevationFt,CowardinAttribute,Allotment,DesignLatitudeWGS84,DesignLongitudeWGS84,OfficeEvaluator,EvalStatus,OfficeEvalDate,NotSampledReason,RejectEvidence1,RejectEvidence2,OfficeEvalComments,AccessNotes,DistancefromRoad,PlotLayoutComments,AdditionalGuidanceNeeded,SampleTiming,Monumenting,BLMComments,BLMContact,Hitch,Hitch Notes,CollectWQ,CollectAnnualUse,CollectHummocks,Supplementals,GlobalID,CandidateReference,created_user,created_date,last_edited_user,last_edited_date,x,y
285,OR-NWOD-TW-24011,Ward Creek,No,,OR_PrinevilleDO_2024,2,Targeted,Over,,,PRINEVILLE CENTRAL OREGON FIELD OFFIC,PRINEVILLE DISTRICT OFFICE,OR,OR,OR,Crook County,"Western Mountains, Valleys, and Coast",E,4549.0380123291,,,44.514313,-120.4492948,,Targeted - Oversample,,,,,,,,,,No,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Inventory resources; Access Instructions: TBD,"Robert Pattison, Eric Van Dam:  rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,ac167e05-07c1-4711-a8b4-9b117b3301d4,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:19 AM,jascott7,5/28/2024 2:28:37 PM,-120.4492948,44.5143130000001
286,OR-BRD-TW-24012,Skull Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4624.41930773926,R3UBH,,43.782263,-119.2777895,Misha VanEaton,Sampled - Data reviewed,6/11/2024 7:00:00 AM,,,,Wide flat emergent wetland surrounding skull creek. AGOL true color imagery is brown and CIR imagery does not show any wetness.,"From Burns, take hwy 20 East for 3.4 mi. Turn right (W) onto 127/Hines Logging Rd. In 15.4 mi, turn right onto a dirt road (43.686517, -119.287276). In 1.3mi, make a left turn (N) (43.695924, -119.270322). In 3.5, stay left (43.736257, -119.292232). Drive 3.7mi to point. Hike east into point.",500m,Transverse.,,No,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: candidate for restoration; Access Instructions: TBD,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,d3cb674d-d372-48d6-885a-bf4b98d0e7f5,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:20 AM,kzaret5,9/30/2024 11:27:09 PM,-119.2777895,43.7822630000001
287,OR-BRD-TW-24013,Cottonwood Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,3713.93900415039,R4SBC,,43.897467,-118.3012122,Misha VanEaton,Sampled - Data reviewed,6/11/2024 7:00:00 AM,,,,The area looks pretty dry in imagery. Riparian area has shrubby areas and a higher density of trees than upland. Creek braids downstream. Looks like there might be an upland insert downstream of current plot center.,"From Burns, take Hwy 20 east 49 miles. Turn left (N) not Juntura Cutoff (43.773211-118.222386). In 6.1 mi, turn left (W) onto Altnow Beulah Lane (43.851431-118.26146). In 0.1 mi, take a slight right onto an unnamed paved road (43.851113, -118.26343). In 2mi, take a slight right (43.875524-118.279411) and then stay right at the Y. right at the Y. Follow the road around a curve to the south and after 0.6 take a right (W) turn (43.876724, -118.285487). Drive 0.1 mi and turn right (43.876455, -118.288096). In 1.1 mi, stay right at the Y (43.889988, -118.297528). Drive about 0.4 mi, park, and hike into the site.",360m,Diagonal or transverse. Width measurements are between 20 and 30m with downstream measurements up to 53m. Unsure of whether the wider measurements have significant upland inserts. May need to shift the point upstream.,Crosses through private land by the Beede Desert,No,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Riparian enclosure and reservoir along creek; Access Instructions: TBD,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,0e75ceaf-ddb0-4498-ab5e-59861792dcba,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:22 AM,kzaret5,9/27/2024 9:22:22 PM,-118.3012122,43.8974670000001
288,OR-BRD-TW-24014,Stinkingwater Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,3683.0590748291,,,43.6899669480001,-118.425270348,Misha VanEaton,Ready to field visit,6/11/2024 7:00:00 AM,,,,Current point appears to be in sagebrush. Shift the plot WNW 125m. Unsure that the point will meet criteria for limited deep water and scour channel criterias.,"From Burns, drive east for 36 mi on hwy 20 and turn right (S) onto Stinkingwater Creek Rd (43.754179,-118.455469). The turn is just after passing the Beede Reservoirs on your right. Drive 4.8 mi and turn left (E) (43.689826, -118.433853). Drive another 0.6 mile and take a sharp left. Drive as close to the plot as you can and hike in from there.",380m,Diagonal,A couple sections of Stinkingwater Creek Rd go through private land.,No,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Fish present. Pronghorn and deer winter habitat and elk in area. Creek is grazed heavily. More information would be helpful.; Access Instructions: TBD,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,f063ea70-d6dc-457c-bf94-f6a177262260,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:23 AM,jascott7,6/25/2024 9:10:47 PM,-118.425270348,43.6899669480001
289,OR-BRD-TW-24015,Clear Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4483.38517028809,PEM1C,,43.628228,-118.5065072,Misha VanEaton,Ready to field visit,6/11/2024 7:00:00 AM,,,,Wide palustrine wetland with emergent vegetation and shrubs.,"From Burns, drive east 29.5 mi and turn right (S) onto Stinkingwater Pass Rd (43.693632, -118.535598). In 4.3 mi, turn left (E) (43.633107, -118.53045). Drive 1.2 mi and hike into site.",480m,"Spoke or transverse. layout. Will need to shift plot center S or SW. Unclear how far the wetland extends to the west. Can likely fit a spoke, can definitely fit a transverse layout.",Norther portion of Stinkingwater Pass Rd on private land.,No,Rebar with caps,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Fish present. Elk and deer habitat. Area looks like very healthy habitat, survey information would be helpful for potential projects.
; Access Instructions: TBD","Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,6f6d15cc-ea41-46e2-8cbf-9db6754fc3e7,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:25 AM,vaneaton,6/13/2024 4:42:39 AM,-118.5065072,43.628228
290,OR-BRD-TW-24016,Rattlesnake Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,"Western Mountains, Valleys, and Coast",E,4584.55347558594,PEM1C,,43.719596,-118.7997078,Misha VanEaton,Ready to field visit,6/11/2024 7:00:00 AM,,,,Shrubland surrounding creek.,"From Burns, take Hwy 20 east 12.5 mi and turn left (N) onto Rattlesnake Rd. Drive 7.7 mi north and hike into the plot (43.719828, -118.799269).",40m,Transverse.,Rattlesnake Rd passes through a patch of private land.,No,Rebar with caps,"Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: Fish present. Elk and deer habitat. Area can be heavily grazed. More information for potential projects would be helpful.
; Access Instructions: TBD","Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,8aeda556-eafa-45ec-8be2-92bd5f569e72,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:27 AM,vaneaton,6/13/2024 4:28:17 AM,-118.7997078,43.7195960000001
291,OR-BRD-TW-24017,Thorn Spring,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,D,4116.80591308594,PEM1C,,43.286287,-119.3763465,Misha VanEaton,Ready to field visit,6/11/2024 7:00:00 AM,,,,Wide emergent dominated wetland. Ponding on east side of wetland and upland insert in the middle of plot. Question about whether water depth and perennial vegetation meet criteria.,"From Burns, take highway 78 to highway 205. Take highway 205 south for 21.3 mi. Turn right (E) on Double O Ranch Rd. In 14 mi, continue straight (E) onto Big Stick Ln. In 4.7 mi, take a slight right (NW) onto a jeep track. Drive 2 miles to the point and hike in.",80m,Spoke. Shift plot center east ~20m. Puts plot center in upland insert.,,No,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: potential restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,3944e4e9-a7cc-4531-a01e-4f001f83a504,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:28 AM,vaneaton,6/13/2024 2:49:00 AM,-119.3763465,43.2862870000001
292,OR-BRD-TW-24018,Seiloff Spings,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,D,4133.92582824707,PEM1Fh,,43.319729,-119.4314676,Misha VanEaton,Sampled - Data reviewed,6/11/2024 7:00:00 AM,,,,"Area with a mix of emergent, shrub, bare ground, and ponding.","From Burns, take highway 78 to highway 205. Take highway 205 south for 21.3 mi. Turn right (E) on Double O Ranch Rd. In 14 mi, continue straight (E) onto Big Stick Ln. In 4.7 mi, take a right (N) onto a jeep track (43.280405, -119.338283). In 1.3 mi, stay left at the Y in the road (the other road looks more faint) (43.292911-119.358139). In 1.4 mi, the road should curve north (43.295329, -119.384416). In 1/4 mi, take a slight left left at another Y in the road (43.298754-119.386147). At 2.0 mi, the local roads layer has some roads intersecting and you should continue west. Drive another 0.85 mi. Hike 40m into the plot. Note: do not try to access plot when roads are wet.",40m,Spoke. Need to shift 10m N. May need to shift W to avoid significant deep water in the plot.,,No,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,5f5209cb-5fdf-458d-b802-c77a6fda879d,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:32 AM,kzaret5,9/30/2024 11:39:04 PM,-119.4314676,43.3197290000001
293,OR-BRD-TW-24019,McMullen Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,3618.10392590332,R4SBC,,43.733605,-118.4561461,Misha VanEaton,Sampled - Data reviewed,6/11/2024 7:00:00 AM,,,,Wide floodplain likely dominated by shrubs.,"From Burns, drive east on hwy 20 for 36 mi and turn right (S) onto Stinkingwater Creek Rd (43.754179,-118.455469). The turn is just after passing the Beede Reservoirs on your right. Drive 1.5 miles turn right (W) (43.734451, -118.450633). Drive as close to plot as you can and hike into the point.",500m,Transverse. Width between 25 and 35. May need to shift point south.,Northern section of Stinkingwater creek rd on private land.,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,b5cd6c2b-3d27-432b-8922-2ba4f56b0317,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:33 AM,kzaret5,9/27/2024 9:43:06 PM,-118.4561461,43.7336050000001
294,OR-BRD-TW-24020,Washout Spring,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4842.62983850098,,,43.802475,-119.1461043,Misha VanEaton,Rejected - Waiting for project manager approval,6/11/2024 7:00:00 AM,Non-target - Size,,,Looks like emergent wetland here. CIR doesn't show any wetness and true color is completely brown. Likely dries by end of season.,"From Burns, take hwy 20 to Foley Dr. Drive north Foley Dr. In 3.1 mi, turn right (NNE) onto Lone Pine Rd. In 11 mi, stay right (N) at the Y to continue on Lone Pine Rd (43.772192, -119.107474). In 0.6mi, turn left (W) (43.78067, -119.112234). In 1.25mi, stay right at the Y (43.784904, -119.132455). In another 0.15 mi, take a sharp right (N) (43.786391, -119.134365). In ~0.7 mi, turn left (W) (43.796127, -119.133745). In 0.3 mi, stay right at the Y (43.797881-119.139504). In 0.3 mi, turn left (W) on a 2 track towards the wetland. Drive as close as possible and hike into the wetland.",0.7 mi,Transverse,"Route crosses into private land (43.786423, -119.134363) for ~1/2 mi.",no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,f311d12c-7f4b-4b29-b85c-4d3983a9e859,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:34 AM,rewhittington@blm.gov_BLM_EGIS,10/25/2024 9:56:36 PM,-119.1461043,43.8024750000001
295,OR-BRD-TW-24021,Landing Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4955.23157971191,R4SBC,,43.780169,-119.1236331,Misha VanEaton,Sampled - Data reviewed,6/11/2024 7:00:00 AM,,,,Palustrine wetland with mix of emergent vegetation and trees and/or shrubs. Appears to be an impoundment north of the point with a pool/potential deepwater north of the impoundment. A distinct divide between wet and dry parts of the southern half of the site. Could be a good plot for two soil pits.,"From Burns, take hwy 20 to Foley Dr. Drive north Foley Dr. In 3.1 mi, turn right (NNE) onto Lone Pine Rd. In 11 mi, stay right (N) at the Y to continue on Lone Pine Rd (43.772192, -119.107474). In 0.6mi, turn left (W) (43.78067, -119.112234). In 0.5mi, turn left (43.782831, -119.121289). Park in the next 0.1 mi and hike into the wetland.",350m,Diagonal. Need to move point south to stay out of deepwater.,Beginning of lone pine rd on private land.,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,88707a83-7480-4ca9-b708-bf6a21a8cb98,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:36 AM,kzaret5,9/27/2024 9:52:51 PM,-119.1236331,43.7801690000001
296,OR-BRD-TW-24022,Dairy Creek Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4519.33999597168,R5UBH,,43.718392,-119.6370463,Misha VanEaton,Sampled - Data reviewed,6/11/2024 7:00:00 AM,,,,Wide wetland with mapped creek running through northern section.,"From Riley, start at the intersection of Hwy 20 and Silver Creek Rd. In 1.6 mi, veer left (NW) to stay on Silver Creek Rd. In 13.1 mi, turn left (WSW) onto Black Snag Rd (43.701016, -119.628296). In 1.7 mi, veer left onto Doe Spring Rd (43.717168, -119.631876). Drive another ~0.3mi and hike into the point.",60m,Spoke or transverse layout. Move plot center to the middle of the wetland.,,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,5b3e6e0a-cc58-4590-84c8-1542a488deaa,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:38 AM,kzaret5,9/30/2024 11:55:27 PM,-119.6370463,43.7183920000001
297,OR-BRD-TW-24023,Wickiup Creek,No,,OR_BurnsDO_2024,1,Targeted,Base,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,E,4762.25054516602,,,43.774881,-119.5681114,Misha VanEaton,Ready to field visit,6/11/2024 7:00:00 AM,,,,"Appears to be a narrow shrub-dominated riparian area surrounding the creek. Imagery on AGOL looks very dry, but google earth imagery looks significantly wetter.","From Riley, start at the intersection of Hwy 20 and Silver Creek Rd. In 1.6 mi, veer left (NW) to stay on Silver Creek Rd. In 13.1 mi, turn right (NE) onto McClanies Snag Rd (43.701016, -119.628296). In 4.5 mi, turn left (N) onto a dirt road (43.737396, -119.56122). In 0.4 mi, turn left (W) (43.742566, -119.561151). In another 0.15 mi, stay right (N) at the Y in the road (43.742827, 119.563768). In 1 mi, stay right (N) (43.75184, -119.575463). In 0.6 mi, stay right (W) (43.759388, -119.571331). Drive another 2.9 mi and hike into the plot.",235m,Diagonal. Measuring just under 25m.,,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,a692ede8-b897-40f0-8607-0ab36b4ff0de,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:39 AM,vaneaton,6/13/2024 3:32:24 AM,-119.5681114,43.7748810000001
298,OR-BRD-TW-24024,Egyt Creek,No,,OR_BurnsDO_2024,2,Targeted,Over,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4761.03699169922,R4SBC,,43.735496,-119.5382621,,Targeted - Oversample,,,,,,,,,,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,bfb07327-20ff-4c5f-bb0d-13e984506b54,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:41 AM,jascott7,5/28/2024 2:28:37 PM,-119.5382621,43.7354960000001
299,OR-BRD-TW-24025,Sawmill Creek,No,,OR_BurnsDO_2024,2,Targeted,Over,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,B,4556.09144140625,PSSC,,43.737224,-119.6335662,,Targeted - Oversample,,,,,,,,,,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,068e98b1-2156-49d0-be8f-d107b4be197e,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:42 AM,jascott7,5/28/2024 2:28:37 PM,-119.6335662,43.737224
300,OR-BRD-TW-24026,North Fork Chickahominy,No,,OR_BurnsDO_2024,2,Targeted,Over,,,BURNS THREE RIVERS FIELD OFFICE,BURNS DISTRICT OFFICE,OR,OR,OR,Harney County,Arid West,D,4815.25039013672,PEM1C,,43.653884,-119.7747957,,Targeted - Oversample,,,,,,,,,,no,Rebar with caps,Crew can move the point as needed; Plot can be established in the existing wetland or riparian area; Monitoring Goals: restoration; Access Instructions: tbd,"Robert Pattison, Eric Van Dam: rpattison@blm.gov, evandam@blm.gov",,,No,No,No,,4c42e2c6-841c-4ac1-8beb-194ef8ea9d12,No,jascott@blm.gov_BLM_EGIS,4/6/2024 3:31:44 AM,jascott7,5/28/2024 2:28:37 PM,-119.7747957,43.6538840000001
