OBJECTID,PlotID,Project,FieldEvalDate,VisitType,StaticEvaluationID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
289,AZ-TUCFO-TW-24022,AZ_TucsonFO_2024,5/30/2024 9:13:39 PM,Full Sample Visit,AZ-TUCFO-TW-24022_2024-05-30,fa78e893-0214-48e7-bca3-a4cd977cb448,tcondo@blm.gov_BLM_EGIS,5/30/2024 9:13:42 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:17 PM,-110.559524100371,31.8812969999769
290,AZ-TUCFO-TW-24019,AZ_TucsonFO_2024,5/30/2024 3:49:08 PM,Full Sample Visit,AZ-TUCFO-TW-24019_2024-05-30,41a484ab-be42-46cb-b26d-8a588de82ba7,aperetz@blm.gov_BLM_EGIS,5/30/2024 3:49:14 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:19 PM,-110.561982899797,31.8778319997246
291,AZ-TUCFO-TW-24021,AZ_TucsonFO_2024,5/30/2024 7:42:33 PM,Full Sample Visit,AZ-TUCFO-TW-24021_2024-05-30,68209d42-d585-47f5-a95e-63822db25df2,aperetz@blm.gov_BLM_EGIS,5/30/2024 7:42:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:21 PM,-110.561514099593,31.8808250000063
292,AZ-TUCFO-TW-24022,AZ_TucsonFO_2024,5/30/2024 9:05:14 PM,Full Sample Visit,AZ-TUCFO-TW-24022_2024-05-30,3496ad88-c349-451d-879c-04b88f25dc55,aperetz@blm.gov_BLM_EGIS,5/30/2024 9:05:18 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:22 PM,-110.559524100371,31.8812969999769
294,AZ-TUCFO-TW-24019,AZ_TucsonFO_2024,5/30/2024 3:50:43 PM,Full Sample Visit,AZ-TUCFO-TW-24019_2024-05-30,91f9cb5a-0f80-467d-8718-8a1532d58161,crperez@blm.gov_BLM_EGIS,5/30/2024 3:50:52 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:25 PM,-110.561982899797,31.8778319997246
295,WY-RAFO-TW-24079,WY_RawlinsFO_2024,5/29/2024 7:21:49 PM,Full Sample Visit,WY-RAFO-TW-24079_2024-05-29,251ee495-9ddd-4fec-b530-62191b0004da,hollyspinden,5/29/2024 7:21:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:27 PM,-107.410124999624,41.3332969997377
296,WY-RAFO-TW-24079,WY_RawlinsFO_2024,5/29/2024 7:21:52 PM,Full Sample Visit,WY-RAFO-TW-24079_2024-05-29,7ffb75a2-dc20-43f8-8121-c0956e508ea0,mgschwartz919,5/29/2024 7:22:02 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:29 PM,-107.410124999624,41.3332969997377
297,WY-KEFO-TW-24070,WY_KemmererFO_2024,5/28/2024 4:55:36 PM,Calibration Visit,WY-KEFO-TW-24070_2024-05-28,a77b6980-0b1c-4b64-98d0-98e30a06ec26,hollyspinden,5/28/2024 4:55:44 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:30 PM,-110.946829999749,42.2297809998289
298,AZ-TUCFO-TW-24023,AZ_TucsonFO_2024,5/31/2024 3:34:20 PM,Full Sample Visit,AZ-TUCFO-TW-24023_2024-05-31,5c9a6b9a-2277-4e37-970d-bfb1daa9eae0,ndefino@blm.gov_BLM_EGIS,5/31/2024 3:34:30 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:32 PM,-110.557344599744,31.8815780002655
299,AZ-TUCFO-TW-24024,AZ_TucsonFO_2024,5/31/2024 5:17:46 PM,Full Sample Visit,AZ-TUCFO-TW-24024_2024-05-31,fe15ca89-8722-4047-a1a1-1f4c052b5b7e,ndefino@blm.gov_BLM_EGIS,5/31/2024 5:17:47 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:34 PM,-110.556058700043,31.882944999851
300,AZ-TUCFO-TW-24023,AZ_TucsonFO_2024,5/31/2024 4:27:16 PM,Full Sample Visit,AZ-TUCFO-TW-24023_2024-05-31,35915cab-b112-4494-a800-3c1909f309a4,aperetz@blm.gov_BLM_EGIS,5/31/2024 4:27:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:36 PM,-110.557344599744,31.8815780002655
301,AZ-TUCFO-TW-24024,AZ_TucsonFO_2024,5/31/2024 5:56:07 PM,Full Sample Visit,AZ-TUCFO-TW-24024_2024-05-31,84957cee-420e-4fd2-9750-abd6b0b98092,aperetz@blm.gov_BLM_EGIS,5/31/2024 5:56:10 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:38 PM,-110.556058700043,31.882944999851
302,AZ-TUCFO-TW-24024,AZ_TucsonFO_2024,5/31/2024 5:31:37 PM,Full Sample Visit,AZ-TUCFO-TW-24024_2024-05-31,5594b15c-1c2e-4fcc-a1a2-21bb18fd56a4,aperetz@blm.gov_BLM_EGIS,5/31/2024 5:31:43 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:40 PM,-110.556058700043,31.882944999851
303,AZ-TUCFO-TW-24018,AZ_TucsonFO_2024,5/22/2024 4:02:00 PM,Full Sample Visit,AZ-TUCFO-TW-24018_2024-05-22,3144dfe3-0410-4125-b570-410ff7473409,crperez@blm.gov_BLM_EGIS,5/22/2024 4:03:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:42 PM,-110.562350999756,31.8760010001669
304,AZ-TUCFO-TW-24017,AZ_TucsonFO_2024,5/22/2024 5:42:31 PM,Full Sample Visit,AZ-TUCFO-TW-24017_2024-05-22,da0044e7-05e0-44ae-a6e1-540e99e215ba,crperez@blm.gov_BLM_EGIS,5/22/2024 5:42:47 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:43 PM,-110.563327783778,31.8744421668716
305,AZ-TUCFO-TW-24016,AZ_TucsonFO_2024,5/22/2024 7:59:12 PM,Full Sample Visit,AZ-TUCFO-TW-24016_2024-05-22,0ecc99a2-0cd7-44d1-9c6c-1c1ffa7003e5,crperez@blm.gov_BLM_EGIS,5/22/2024 7:58:49 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:45 PM,-110.564298524834,31.8730361684432
306,AZ-TUCFO-TW-24019,AZ_TucsonFO_2024,5/30/2024 3:39:36 PM,Full Sample Visit,AZ-TUCFO-TW-24019_2024-05-30,a5ba5f6d-6566-4eed-98d8-8c418d5b43b2,crperez@blm.gov_BLM_EGIS,5/30/2024 3:39:40 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:47 PM,-110.561988036364,31.877835520175
307,AZ-TUCFO-TW-24020,AZ_TucsonFO_2024,5/30/2024 5:29:55 PM,Full Sample Visit,AZ-TUCFO-TW-24020_2024-05-30,9cb0ac51-c459-4fc6-a169-befa792a6b06,crperez@blm.gov_BLM_EGIS,5/30/2024 5:30:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:49 PM,-110.560873697813,31.8793384801108
308,AZ-TUCFO-TW-24021,AZ_TucsonFO_2024,5/30/2024 7:42:53 PM,Full Sample Visit,AZ-TUCFO-TW-24021_2024-05-30,0edc69cc-83e1-4d02-b40b-309cd697b8df,crperez@blm.gov_BLM_EGIS,5/30/2024 7:42:56 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:51 PM,-110.561514099593,31.8808250000063
309,AZ-TUCFO-TW-24022,AZ_TucsonFO_2024,5/30/2024 9:02:34 PM,Full Sample Visit,AZ-TUCFO-TW-24022_2024-05-30,a6a8e943-3246-46ff-ac1b-8c011edd5f1e,crperez@blm.gov_BLM_EGIS,5/30/2024 9:02:38 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:53 PM,-110.559523843453,31.8812943812874
310,AZ-TUCFO-TW-24023,AZ_TucsonFO_2024,5/31/2024 3:33:40 PM,Full Sample Visit,AZ-TUCFO-TW-24023_2024-05-31,b2b301f6-9e56-4e8e-9eef-9ac2e7a56cbc,crperez@blm.gov_BLM_EGIS,5/31/2024 3:33:44 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:54 PM,-110.557347864222,31.8815799713324
311,AZ-TUCFO-TW-24024,AZ_TucsonFO_2024,5/31/2024 5:37:55 PM,Full Sample Visit,AZ-TUCFO-TW-24024_2024-05-31,8215f612-0465-4a32-beff-af0e39f3675e,crperez@blm.gov_BLM_EGIS,5/31/2024 5:38:05 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:56 PM,-110.556058700043,31.882944999851
313,WY-RAFO-TW-24080,WY_RawlinsFO_2024,5/29/2024 7:11:12 PM,Full Sample Visit,WY-RAFO-TW-24080_2024-05-29,8a0cf089-fd04-498b-9b6d-dd744bae8177,samcdonnell88,5/29/2024 7:11:30 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:57 PM,-107.413267000162,41.3309299996653
314,WY-RAFO-TW-24080,WY_RawlinsFO_2024,5/29/2024 7:11:19 PM,Full Sample Visit,WY-RAFO-TW-24080_2024-05-29,5b4e271a-883d-4a2e-8aab-17f887c077b3,madeline.catterson,5/29/2024 7:11:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:54:59 PM,-107.413267000162,41.3309299996653
315,WY-CAFO-TW-24032,WY_CasperFO_2024,5/28/2024 3:45:00 PM,Calibration Visit,WY-CAFO-TW-24032_2024-05-28,9f33461b-9e2e-4569-a1a5-bc79b1e733bb,isaacsorensen123,5/28/2024 3:45:16 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:01 PM,-106.546920875034,42.5833910382025
316,WY-RAFO-TW-24079,WY_RawlinsFO_2024,5/29/2024 7:28:20 PM,Full Sample Visit,WY-RAFO-TW-24079_2024-05-29,4137fc76-d41f-44c1-a0ac-67471505f1b6,elyssa.winterton,5/29/2024 7:28:46 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:03 PM,-107.410124999624,41.3332969997377
317,CA-ELFO-TW-23113,CA_ApplegateEagleLakeFO_2024,5/31/2024 4:01:41 PM,Full Sample Visit,CA-ELFO-TW-23113_2024-05-31,5b656de8-830c-4c0c-b6d9-3afd9c746eb4,ahoeft4,5/31/2024 4:01:46 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:05 PM,-119.963712599976,40.7281298599782
318,CA-ELFO-TW-21103,CA_ApplegateEagleLakeFO_2024,6/1/2024 3:08:42 PM,Full Sample Visit,CA-ELFO-TW-21103_2024-06-01,a835bbff-f6de-4bb9-963f-8635cae8dfb6,ahoeft4,6/1/2024 3:08:45 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:06 PM,-119.959534799695,40.7284284599849
319,CA-ELFO-TW-24025,CA_ApplegateEagleLakeFO_2024,6/2/2024 3:24:44 PM,Full Sample Visit,CA-ELFO-TW-24025_2024-06-02,b693d0c1-c3f1-4c90-9ed5-5850f4d52a0e,ahoeft4,6/2/2024 3:24:49 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:08 PM,-119.974208207634,40.7244108671517
320,CA-ELFO-TW-24026,CA_ApplegateEagleLakeFO_2024,6/2/2024 9:57:03 PM,Full Sample Visit,CA-ELFO-TW-24026_2024-06-02,8ff9f110-d7a3-4df2-9dc6-8e277f49036d,ahoeft4,6/2/2024 9:57:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:10 PM,-119.959277773726,40.6974878278193
321,CA-ELFO-TW-23113,CA_ApplegateEagleLakeFO_2024,5/31/2024 4:01:12 PM,Full Sample Visit,CA-ELFO-TW-23113_2024-05-31,fd43c6e7-d9e0-40eb-9c6e-d6270a18a4d8,lmartin4,5/31/2024 4:01:25 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:12 PM,-119.963712599976,40.7281298599782
322,CA-ELFO-TW-21103,CA_ApplegateEagleLakeFO_2024,6/1/2024 3:09:08 PM,Full Sample Visit,CA-ELFO-TW-21103_2024-06-01,27110013-d931-48d3-b225-3ada83582588,lmartin4,6/1/2024 3:09:21 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:14 PM,-119.959534799695,40.7284284599849
323,CA-ELFO-TW-24025,CA_ApplegateEagleLakeFO_2024,6/2/2024 3:24:50 PM,Full Sample Visit,CA-ELFO-TW-24025_2024-06-02,5f35d0d7-f197-411c-82be-7b37cfeac6b5,lmartin4,6/2/2024 3:24:59 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:15 PM,-119.974208207634,40.7244108671517
324,CA-ELFO-TW-24026,CA_ApplegateEagleLakeFO_2024,6/2/2024 9:56:25 PM,Full Sample Visit,CA-ELFO-TW-24026_2024-06-02,e64e592e-4f3b-4778-8c29-bb4be459b33c,lmartin4,6/2/2024 9:56:46 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:18 PM,-119.959277773726,40.6974878278193
325,CA-ELFO-TW-23114,CA_ApplegateEagleLakeFO_2024,6/2/2024 5:58:01 PM,Full Sample Visit,CA-ELFO-TW-23114_2024-06-02,fce9ae08-9bff-4bf2-8ce0-89fafa3e1cc1,ntshaw19996,6/2/2024 5:58:12 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:20 PM,-119.971535300151,40.7280741598198
326,CA-ELFO-TW-24023,CA_ApplegateEagleLakeFO_2024,6/3/2024 5:41:02 PM,Full Sample Visit,CA-ELFO-TW-24023_2024-06-03,83ee9545-4825-4a20-a23f-21b3ad933f4f,ntshaw19996,6/3/2024 5:41:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:22 PM,-119.973405139821,40.7264106409594
327,CA-ELFO-TW-24022,CA_ApplegateEagleLakeFO_2024,5/31/2024 10:11:13 PM,Full Sample Visit,CA-ELFO-TW-24022_2024-05-31,ccad2c40-6560-40d7-83dd-86bf2ec9abb9,ntshaw19996,5/31/2024 10:11:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:24 PM,-119.97372847134,40.7343755342947
328,CA-ELFO-TW-22088,CA_ApplegateEagleLakeFO_2024,6/1/2024 5:06:03 PM,Full Sample Visit,CA-ELFO-TW-22088_2024-06-01,758039f4-52b3-4cb4-aa9a-d9f0fc5d1606,ntshaw19996,6/1/2024 5:06:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:26 PM,-119.970517299626,40.7311033098003
329,CA-ELFO-TW-23114,CA_ApplegateEagleLakeFO_2024,6/2/2024 4:19:40 PM,Full Sample Visit,CA-ELFO-TW-23114_2024-06-02,d7465f01-630b-47cf-a478-935740929857,tgaffney4,6/2/2024 4:19:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:28 PM,-119.971535300151,40.7280741598198
330,CA-ELFO-TW-24023,CA_ApplegateEagleLakeFO_2024,6/3/2024 3:40:38 PM,Full Sample Visit,CA-ELFO-TW-24023_2024-06-03,4650f271-53e3-46d5-b4f1-583645910f6d,tgaffney4,6/3/2024 3:40:41 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:30 PM,-119.973405139821,40.7264106409594
331,CA-NCAD-TW-24064,CA_NorthernDO_2024,6/3/2024 6:00:00 PM,Full Sample Visit,CA-NCAD-TW-24064_2024-06-03,f37ea1d1-f90d-4d9b-ad94-1a7af3f0643c,mheine7,6/3/2024 6:00:11 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:32 PM,-123.81377199969,41.0068090001675
332,CA-NCAD-TW-24063,CA_NorthernDO_2024,6/4/2024 3:00:00 PM,Full Sample Visit,CA-NCAD-TW-24063_2024-06-04,8b39f4a7-bc72-40c5-9447-965a76b0ea78,mheine7,6/3/2024 9:58:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:34 PM,-123.807772999917,40.9968350001492
333,CA-NCAD-TW-24067,CA_NorthernDO_2024,5/31/2024 5:17:30 PM,Full Sample Visit,CA-NCAD-TW-24067_2024-05-31,3c6cd88d-1c24-4095-a0ae-4847704b6e5c,mheine7,5/31/2024 5:17:53 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:35 PM,-124.073141604189,40.1448778927517
334,CA-NCAD-TW-24065,CA_NorthernDO_2024,6/1/2024 9:39:41 PM,Full Sample Visit,CA-NCAD-TW-24065_2024-06-01,311d2403-394f-4e9d-bae7-fb76cf31a8ad,mheine7,6/1/2024 9:39:21 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:37 PM,-124.329427574387,40.2923788371632
335,CA-NCAD-TW-24066,CA_NorthernDO_2024,6/2/2024 5:05:02 PM,Full Sample Visit,CA-NCAD-TW-24066_2024-06-02,4122a7c2-107f-49e1-97fd-c3ead7cb9029,mheine7,6/2/2024 5:05:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:39 PM,-124.352489225871,40.2601200828436
336,CA-NCAD-TW-24065,CA_NorthernDO_2024,6/1/2024 9:06:27 PM,Full Sample Visit,CA-NCAD-TW-24065_2024-06-01,fc0f4366-96e7-4c72-91a9-01af28d4a26a,king.b55638,6/1/2024 9:06:31 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:41 PM,-124.329427574387,40.2923788371632
337,CA-NCAD-TW-24066,CA_NorthernDO_2024,6/2/2024 5:17:41 PM,Full Sample Visit,CA-NCAD-TW-24066_2024-06-02,83b41fe9-e8f8-4a79-ab6b-74cdd3ad8793,king.b55638,6/2/2024 5:17:45 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:43 PM,-124.352489225871,40.2601200828436
338,CA-NCAD-TW-24064,CA_NorthernDO_2024,6/3/2024 6:16:58 PM,Full Sample Visit,CA-NCAD-TW-24064_2024-06-03,0501f85b-b169-4f72-acd3-12e9317dbabe,king.b55638,6/3/2024 6:17:02 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:45 PM,-123.81377199969,41.0068090001675
339,CA-NCAD-TW-24063,CA_NorthernDO_2024,6/4/2024 5:12:07 PM,Full Sample Visit,CA-NCAD-TW-24063_2024-06-04,6f6c8cc2-e81b-4bf4-ad92-1a24c03bc5dd,king.b55638,6/4/2024 5:12:08 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:47 PM,-123.807772999917,40.9968350001492
340,CA-NCAD-TW-24067,CA_NorthernDO_2024,5/31/2024 4:46:15 PM,Full Sample Visit,CA-NCAD-TW-24067_2024-05-31,e9d8f044-e360-43b9-a3a2-232f05a6cb13,king.b55638,5/31/2024 4:46:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:49 PM,-124.073141604189,40.1448778927517
341,ID-CHFO-TW-24026,ID_ChallisFO_2024,6/7/2024 8:42:59 PM,Full Sample Visit,ID-CHFO-TW-24026_2024-06-07,9bcc3e3d-0e6b-49c2-b055-e9168efa4124,karasjostrom1,6/7/2024 8:43:28 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:50 PM,-114.12634,44.4576700001537
342,ID-CHFO-TW-24026,ID_ChallisFO_2024,6/7/2024 8:42:39 PM,Full Sample Visit,ID-CHFO-TW-24026_2024-06-07,099067da-be55-488c-baa4-2d09e7e4fb22,21jesseg,6/7/2024 8:43:25 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:52 PM,-114.126340201223,44.4576700065656
343,NV-NOD-TW-24020,NV_ElkoDO_2024,6/6/2024 6:59:11 PM,Full Sample Visit,NV-NOD-TW-24020_2024-06-06,187664dd-cd70-4f49-9e61-c6a53eab7f28,mhamptonpdx,6/6/2024 6:59:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:54 PM,-116.041073231181,40.7638245572046
344,NV-NOD-TW-24018,NV_ElkoDO_2024,6/7/2024 6:33:46 PM,Full Sample Visit,NV-NOD-TW-24018_2024-06-07,8f9150bd-ee61-4fa2-adba-d28547b566e8,mhamptonpdx,6/7/2024 6:33:58 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:56 PM,-115.181596588607,41.5760622058842
345,NV-NOD-RW-24685,NV_ElkoDO_2024,6/8/2024 3:35:02 PM,Full Sample Visit,NV-NOD-RW-24685_2024-06-08,b8ce8eec-b851-4251-99b8-1e47e876a0f6,mhamptonpdx,6/8/2024 3:35:10 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:55:58 PM,-115.276135178615,41.6033372797943
346,NV-NOD-TW-24023,NV_ElkoDO_2024,6/9/2024 4:02:35 PM,Small Site Pilot Sample Visit,NV-NOD-TW-24023_2024-06-09,5fdd7129-f73e-4be3-8c21-1d6984de6ca0,mhamptonpdx,6/9/2024 4:02:37 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:00 PM,-115.279284000061,41.1752189997889
347,NV-NOD-TW-24020,NV_ElkoDO_2024,6/6/2024 6:59:42 PM,Full Sample Visit,NV-NOD-TW-24020_2024-06-06,dab18c8c-e39e-4a52-92e6-c71984a12327,mhamptonpdx,6/6/2024 6:59:47 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:02 PM,-116.041073000314,40.7638243000169
348,NV-NOD-TW-24018,NV_ElkoDO_2024,6/7/2024 6:35:28 PM,Full Sample Visit,NV-NOD-TW-24018_2024-06-07,78e0f8e9-d7d3-414c-ba40-4c90f09eb4d6,mhamptonpdx,6/7/2024 6:35:32 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:04 PM,-115.181596588607,41.5760622058842
349,NV-NOD-RW-24685,NV_ElkoDO_2024,6/8/2024 4:44:56 PM,Full Sample Visit,NV-NOD-RW-24685_2024-06-08,f160e3d6-f4c8-41de-85fc-fc0cb063c45c,mhamptonpdx,6/8/2024 4:45:08 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:06 PM,-115.276135178615,41.6033372797943
350,NV-NOD-TW-24023,NV_ElkoDO_2024,6/9/2024 4:02:39 PM,Small Site Pilot Sample Visit,NV-NOD-TW-24023_2024-06-09,35605f6e-a4c0-4480-b43b-140210021b7a,mhamptonpdx,6/9/2024 4:02:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:08 PM,-115.279269444659,41.1752400615454
351,WY-PIFO-TW-24056,WY_PinedaleFO_2024,6/4/2024 10:47:28 PM,Full Sample Visit,WY-PIFO-TW-24056_2024-06-04,9507f35f-2b6d-4ea1-983c-c358ef0a5b6d,mgschwartz919,6/4/2024 10:47:34 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:10 PM,-110.372241848616,42.430870845529
352,WY-PIFO-TW-24057,WY_PinedaleFO_2024,6/6/2024 5:31:53 PM,Full Sample Visit,WY-PIFO-TW-24057_2024-06-06,65ddba3a-c62c-4f30-9f3d-7e6751835d30,mgschwartz919,6/6/2024 5:32:05 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:12 PM,-110.361353999675,42.4231810002371
353,WY-PIFO-TW-24042,WY_PinedaleFO_2024,6/7/2024 7:51:21 PM,Full Sample Visit,WY-PIFO-TW-24042_2024-06-07,eddef5a8-90a9-4d2c-9c20-82bec52a2576,mgschwartz919,6/7/2024 7:51:34 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:14 PM,-110.363071654855,42.4178423438337
354,WY-PIFO-TW-24060,WY_PinedaleFO_2024,6/8/2024 9:40:55 PM,Full Sample Visit,WY-PIFO-TW-24060_2024-06-08,84c26657-c4c6-4e55-a7d9-38a15045fdc6,mgschwartz919,6/8/2024 9:41:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:16 PM,-110.364178000196,42.4121589998134
355,CO-TRFO-RW-24503,CO_SouthwestDO_2024,6/5/2024 3:52:16 PM,Full Sample Visit,CO-TRFO-RW-24503_2024-06-05,703efdaf-bdfb-415f-ad8b-ae9439bb9a41,ajrios11,6/5/2024 3:52:19 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:17 PM,-108.961457582709,38.2274035822645
356,CO-TRFO-TW-24009,CO_SouthwestDO_2024,6/6/2024 3:23:24 PM,Full Sample Visit,CO-TRFO-TW-24009_2024-06-06,02319b1e-9dba-4d14-bdad-d43e7408864b,ajrios11,6/6/2024 3:23:28 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:19 PM,-109.036343200138,37.3366589998151
357,CO-TRFO-TW-24008,CO_SouthwestDO_2024,6/7/2024 2:14:12 PM,Full Sample Visit,CO-TRFO-TW-24008_2024-06-07,ea63d770-7145-438d-bb58-999ca0d7678b,ajrios11,6/7/2024 2:14:16 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:21 PM,-109.038960506397,37.3339690387886
358,CO-TRFO-RW-24502,CO_SouthwestDO_2024,6/8/2024 5:34:20 PM,Full Sample Visit,CO-TRFO-RW-24502_2024-06-08,a82b1415-f630-4bb3-884b-70cf32e923dd,ajrios11,6/8/2024 5:34:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:23 PM,-108.813741942951,37.9022416506951
359,CO-TRFO-RW-24504,CO_SouthwestDO_2024,6/9/2024 3:43:44 PM,Full Sample Visit,CO-TRFO-RW-24504_2024-06-09,147e895f-eb46-436d-b26d-5979cf4b1c28,ajrios11,6/9/2024 3:43:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:25 PM,-108.833290892416,38.0140518802861
360,NV-WND-TW-24029,NV_WinnemuccaDO_2024,6/4/2024 11:38:18 PM,Calibration Visit,NV-WND-TW-24029_2024-06-04,bf40e917-5f9a-42e9-be6a-7f890edfd245,mhamptonpdx,6/4/2024 11:38:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:27 PM,-118.812528575626,41.3572193828483
361,NV-WND-TW-24029,NV_WinnemuccaDO_2024,6/5/2024 5:30:55 PM,Full Sample Visit,NV-WND-TW-24029_2024-06-05,bd2a3eb3-910e-4f7e-9f90-2cc5e5181f82,mhamptonpdx,6/5/2024 5:30:59 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:28 PM,-118.810599999611,41.3573409998523
362,CO-TRFO-RW-24503,CO_SouthwestDO_2024,6/5/2024 3:49:12 PM,Full Sample Visit,CO-TRFO-RW-24503_2024-06-05,166216a0-bd0f-4f98-ad28-ecd6793a8868,gracekowalski1,6/5/2024 3:49:16 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:30 PM,-108.961457582709,38.2274035822645
363,CO-TRFO-TW-24009,CO_SouthwestDO_2024,6/6/2024 3:23:44 PM,Full Sample Visit,CO-TRFO-TW-24009_2024-06-06,7c6db00c-f40d-4626-83c6-cb6ae30d1e8f,gracekowalski1,6/6/2024 3:23:55 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:32 PM,-109.036343200138,37.3366589998151
364,CO-TRFO-TW-24008,CO_SouthwestDO_2024,6/7/2024 2:13:40 PM,Full Sample Visit,CO-TRFO-TW-24008_2024-06-07,dd2dee3d-cfa6-4f6d-8680-1926820e3e62,gracekowalski1,6/7/2024 2:13:44 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:34 PM,-109.038960506397,37.3339690387886
365,CO-TRFO-RW-24502,CO_SouthwestDO_2024,6/8/2024 3:48:17 PM,Full Sample Visit,CO-TRFO-RW-24502_2024-06-08,58676909-87fd-4a06-95c8-194e2908f253,gracekowalski1,6/8/2024 3:48:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 6:56:36 PM,-108.813741942951,37.9022416506951
