objectid,GlobalID,AdminState,Plot ID,Plot Key,ProjectName,Office,Crew Number,Date,DateFormat,Observer,Recorder,Person checking values,Person recording values,Comments,Plot Layout,PlotLayoutNotes,Plot Shape,Plot Area,Plot Radius,Plot Length,Plot Width,Are Plant Species Present?,Search Time,All Unknown Codes used,All Species in the form,CreationDate,Creator,EditDate,Editor,AllSpeciesCheck,x,y
175,0c62851a-dc30-48cf-8319-770e914952da,ID,SAFO2023-048,ID_SAFO_LUP_2023_SAFO2023-048_V2,ID_SAFO_LUP_2023,IDI04,04,6/6/2024 18:00,2024-06-06,Sophia Lieberman,Sophia Lieberman,Sean Bishop,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,52,"UN04004, AF04003",,06/11/2024 17:37:35.044,sophielieb3,07/01/2024 21:43:33.142,wthiel@blm.gov_BLM_EGIS,,-113.7505482,45.17528442
176,f8ed878d-9f6f-48c2-ab2d-fce21e08825f,ID,SAFO2023-047,ID_SAFO_LUP_2023_SAFO2023-047_V2,ID_SAFO_LUP_2023,IDI04,04,6/8/2024 18:00,2024-06-08,Sophia Lieberman,Sophia Lieberman,Wilson Colby,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,64,"PF04018, PF04019, PF04020, PF04022, AF04023, PF04025, AF04026, PF04024",,06/11/2024 17:37:36.788,sophielieb3,07/01/2024 22:59:42.473,wthiel@blm.gov_BLM_EGIS,,-113.6915633,44.9335663
177,32ff0cce-2e0d-4660-8285-999ad4630747,ID,FRFO2024-PLNS-074,ID_FRFO_LUP_2024_FRFO2024-PLNS-074_V1,ID_FRFO_LUP_2024,IDB01,03,5/23/2024 18:00,2024-05-23,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,29,"PF03024, PF03025, AF03007","POSE, SIAL2, ERCI6, BRTE, MACA2, PFXXXX, DRVE2, HEAN3, SPMU2, PFXXXX, LEPE2, TACA8, AFXXXX, ASLE8, ASPU9, PHLO2, ERPU2, BASA3, ELEL5, CETE5, AMME, PSSP6, CHVI8, ALDE, OPPO, LODI",06/11/2024 19:06:21.723,noahduncanreid7,06/11/2024 19:06:21.723,noahduncanreid7,,-116.8505423,43.88362388
179,33ee11fb-ce9e-4bbe-9154-6e2b50231c58,ID,FRFO2024-FTHL-009,ID_FRFO_LUP_2024_FRFO2024-FTHL-009_V1,ID_FRFO_LUP_2024,IDB01,03,5/26/2024 18:00,2024-05-26,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,32,"PF03040, PF03037, AF03011, PF03038, PF03039","LOAM, LIRU4, SEIN2, POBU, POSE, BRTE, BASA3, TRDU, PSSP6, PFXXXX, MIGR, DRVE2, COLI2, ACMI2, LUAR3, TRGR7, PUTR2, ERLA6, CRAC2, LASE, CETE5, ELEL5, SEST2, ARTR4, ERHE2, ALAC4, PFXXXX, ZIVE, ARSE2, AFXXXX, PFXXXX, EPBR3, PHMA5, PHHE2, PFXXXX",06/11/2024 19:06:28.279,noahduncanreid7,06/11/2024 19:06:28.279,noahduncanreid7,,-116.501641,44.87087459
180,a0a95359-732f-4fbe-b61b-ec4cce5fc7e0,ID,CHFO2023-048,ID_CHFO_LUP_2023_CHFO2023-048_V2,ID_CHFO_LUP_2023,IDI03,01,6/6/2024 18:00,2024-06-06,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,36,"PG01001, PF01027",,06/11/2024 19:06:30.553,noahduncanreid7,06/17/2024 16:24:30.619,wjmorton7,"ARTR4, ARTRW8, POSE, ASFI, PSSP6, PHLO2, ARKI, IOST, PENI3, CRAC2, STAC, LOFO, MELO4, TAOF, COPA3, PGXXXX, FRAT, PHHO, PFXXXX, ZIVE, LERE7, EROV, PFXXXX, PFXXXX, PFXXXX",-114.2301665,44.60542664
181,7418a64b-3f80-4981-8ea6-433b18a95561,ID,CHFO2023-056,ID_CHFO_LUP_2023_CHFO2023-056_V2,ID_CHFO_LUP_2023,IDI03,01,6/7/2024 18:00,2024-06-07,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,40,AF01014,,06/11/2024 19:06:32.901,noahduncanreid7,06/17/2024 16:28:50.813,wjmorton7,"ARTRW8, PSSP6, BRTE, ERPU2, ALDE, LERE7, PHLO2, OPPO, POSE, CROC, MELO4, ASFI, EROV, IOST, ERNA10, RICE, CELE3, PHHO, CAFL7, AFXXXX, PESI",-114.2511032,44.42110421
182,8a67a1d3-bf20-47f8-acf9-bf08e707d960,ID,CHFO2023-053,ID_CHFO_LUP_2023_CHFO2023-053_V2,ID_CHFO_LUP_2023,IDI03,01,6/8/2024 18:00,2024-06-08,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,30,,,06/11/2024 19:06:34.774,noahduncanreid7,06/11/2024 21:35:24.925,noahduncanreid7,"EROV, ARFR4, ASPU9, IOST, ERSP7, LERE7, MEOB, CROC, ARAC2, ERPU2, ERCA8, ARHO2, STAC, PESI, ASFI, PHLO2, PSSP6, CAPI3, ALGE, CRAC2, CORA5",-114.046731,44.272243
183,c51a7dfb-2f5c-401d-887c-cb00ee8fac37,ID,CHFO2023-047,ID_CHFO_LUP_2023_CHFO2023-047_V2,ID_CHFO_LUP_2023,IDI03,01,6/9/2024 18:00,2024-06-09,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,18,,,06/11/2024 19:06:36.813,noahduncanreid7,06/17/2024 16:37:06.021,wjmorton7,"ARTRW8, CHVI8, ERSP7, ACHY, PHHO, PSSP6, IOST, ASAT, POSE, KRLA2, CHDE, SIAL2",-113.9455055,44.0834909
186,ff30bdd8-5e41-434f-823d-c50a92ccf5d7,ID,CHFO2023-046,ID_CHFO_LUP_2023_CHFO2023-046_V2,ID_CHFO_LUP_2023,IDI03,01,6/5/2024 18:00,2024-06-05,Duncan Reid,Duncan Reid,Duncan Reid,Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,20,,,06/11/2024 19:22:49.312,noahduncanreid7,06/17/2024 16:19:07.896,wjmorton7,"ARTRW8, PSSP6, IOST, POSE, PHHO, ACHY, SIAL2, BRTE, PENI3, PHLI, CAPI3, ERPU2, OPPO, STAC, CRCE, CHDO, ARKI, LERE7, TRDU",-114.1203359,44.72921516
187,0d034ba3-3e8c-4e98-9a61-6419502728db,ID,CHFO2023-063,ID_CHFO_LUP_2023_CHFO2023-063_V1,ID_CHFO_LUP_2023,IDI03,01,6/8/2024 18:00,2024-06-08,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,15,,,06/11/2024 19:22:51.768,noahduncanreid7,06/17/2024 16:34:24.538,wjmorton7,"ARTRW8, AGCR, POSE, PHHO, ERPU2, IOST, LERE7, ASPU9, CORA5, PHLO2, DRVE2, ASAT, EROV, CRAT, STAC, ARAC2",-113.9066529,44.15949833
188,a810e289-27ff-451c-99db-b5e351807b34,ID,CHFO2023-057,ID_CHFO_LUP_2023_CHFO2023-057_V2,ID_CHFO_LUP_2023,IDI03,01,6/10/2024 18:00,2024-06-10,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,15,PF01031,,06/11/2024 19:22:54.240,noahduncanreid7,06/17/2024 16:39:27.218,wjmorton7,"ARTRV, POSE, PSSP6, LIRU4, ASAT, DEBI, ARHO2, LILE3, EROV, LUSA2, PHHO, PHLO2, SEIN2, CRAC2, CHVI8, SYRO, COPA3, SELA, LOSI2, TECA2, PFXXXX",-114.0706739,44.12215177
189,c0dff6fd-486c-4df5-affd-5d91ddb98544,ID,CHFO2023-051,ID_CHFO_LUP_2023_CHFO2023-051_V2,ID_CHFO_LUP_2023,IDI03,01,6/10/2024 18:00,2024-06-10,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,25,"PF01032, PF01033, AF01015",,06/11/2024 19:22:56.930,noahduncanreid7,06/17/2024 16:42:01.575,wjmorton7,"ARTRW8, POSE, ERPU2, PSSP6, ALDE, PHHO, ACHY, ASAT, CHVI8, IOST, ARHO2, ERCA8, PFXXXX, DRVE2, LESE17, ANDI2, CRWA2, LIPU11, PFXXXX, AFXXXX, KRLA2",-113.9220541,44.02516899
190,b6aaf79f-77f2-4bfa-bdaf-b6df6d5c3049,ID,FRFO2024-FTHL-005,ID_FRFO_LUP_2024_FRFO2024-FTHL-005_V1,ID_FRFO_LUP_2024,IDB01,03,6/11/2024 18:00,2024-06-11,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,Noah Duncan Reid,,Spoke,,circle,2827.43,30,,,Yes,60,"PS03001, PF03026, PF03027, PF03028, AF03009, PF03033, PF03032, PF03034, PF03031, AF03008, AF03009",,06/11/2024 21:30:01.411,noahduncanreid7,09/25/2024 21:27:13.002,wthiel@blm.gov_BLM_EGIS,"PUTR2, ARTRW8, POBU, ACMI2, POGR9, VIGL, HISC2, BRTE, TRGR7, PSXXXX, COPA3, MYST2, CLPA5, FEID, PFXXXX, PFXXXX, PFXXXX, ERHE2, COLI2, AFXXXX, PFXXXX, HYCA4, HYPE, ZIVE, CRAC2, TRDU, PFXXXX, PFXXXX, PFXXXX, POSE, ELEL5, ERLI, TRMA3, POGL9, LIPA5, DENU2, HECO26, AFXXXX, AFXXXX, DRVE2, ARTR4",-116.36123,44.3822391
191,45ebc592-9bbc-43c4-acf3-ae9ba2d06e4b,ID,OFOSPR2024-03-001,ID_OFO_HAF_SPR_2024_OFOSPR2024-03-001_V1,ID_OFO_HAF_2024,IDB03,07,6/4/2024 18:00,2024-06-04,Jordan Rodriguez,Jordan Rodriguez,,,"Observer Anjali 
Recorder Anjali",Spoke,,circle,2827.43,30,,,Yes,40,"AF07004, AF07003, AF07001, SH07001, PF07001",,06/12/2024 01:28:28.111,robbiewood27,07/08/2024 19:45:16.695,wthiel@blm.gov_BLM_EGIS,,-116.7886385,43.31926388
192,ca661ad2-ca7f-4028-bb39-641db31a7138,ID,OFOSPR2024-03-003,ID_OFO_HAF_SPR_2024_OFOSPR2024-03-003_V1,ID_OFO_HAF_2024,IDB03,07,6/6/2024 18:00,2024-06-06,Jordan Rodriguez,Field Tech 1,,,Names not loading completed by rob ,Spoke,,circle,2827.43,30,,,Yes,15,"PG05,PG06
",,06/12/2024 01:28:29.818,robbiewood27,06/12/2024 01:28:29.818,robbiewood27,,-116.7291685,43.29401606
193,926dc7f1-6c7e-454e-9a30-d333f8928eba,ID,OFOSPR2024-03-002,ID_OFO_HAF_SPR_2024_OFOSPR2024-03-002_V1,ID_OFO_HAF_2024,IDB03,07,6/7/2024 18:00,2024-06-07,Jordan Rodriguez,Project Lead,,,R. Wood observed / recorded,Spoke,,circle,2827.43,30,,,Yes,15,AF010,,06/12/2024 01:28:31.764,robbiewood27,06/12/2024 01:28:31.764,robbiewood27,,-116.7640473,43.34315688
194,f1af3b3b-a81d-4b99-aca0-e44560f72f1b,ID,OFOSPR2024-07-001,ID_OFO_HAF_SPR_2024_OFOSPR2024-07-001_V1,ID_OFO_HAF_2024,IDB03,07,6/8/2024 18:00,2024-06-08,Project Lead,Field Tech 1,,,Rob wood,Spoke,,circle,2827.43,30,,,Yes,15,"SH07002, AF07011, AF07013, AF07012, AF07014, AF07015, AF07016, AF07017",,06/12/2024 01:28:33.368,robbiewood27,06/12/2024 01:28:33.368,robbiewood27,,-116.805388,43.17260274
195,3e80f16c-426c-41c5-b3cd-1fb9e0524c2a,ID,OFOSPR2024-04-001,ID_OFO_HAF_SPR_2024_OFOSPR2024-04-001_V1,ID_OFO_HAF_2024,IDB03,07,6/10/2024 18:00,2024-06-10,Jordan Rodriguez,Jordan Rodriguez,Jordan Rodriguez,Jordan Rodriguez,Data collected by Rob on paper and entered by Vinny,Spoke,,circle,2827.43,30,,,Yes,15,"AF07018, AF07019, PG07004, SH07004, PG07005, PF07002, PF07003, PF07004",,06/12/2024 01:28:35.361,robbiewood27,08/12/2024 17:25:41.667,wthiel@blm.gov_BLM_EGIS,,-115.709173,41.974756
196,cebc5bb7-8ff6-49b6-a52f-19a4bd2a5d89,ID,06209-05-U102,ID_SAFO_GRSG_2024_06209-05-U102_V1,ID_SalmonFO_Fuels_2024,IDI04,31,6/12/2024 18:00,2024-06-12,Hannah Alverson,Hannah Alverson,,,,Spoke,,circle,2827.43,30,,,Yes,19,"PF31001, PF31002, PG31001",,06/13/2024 00:05:40.508,halverson@blm.gov_BLM_EGIS,06/13/2024 00:05:40.508,halverson@blm.gov_BLM_EGIS,,-113.5817037,44.71116217
197,25622869-3eba-48a2-a603-2af0da38a2fb,ID,06211-01-U803,ID_SAFO_GRSG_2024_06211-01-U803_V1,ID_SalmonFO_Fuels_2024,IDI04,31,6/12/2024 18:00,2024-06-12,Hannah Alverson,Hannah Alverson,,,,Spoke,,circle,2827.43,30,,,Yes,22,"PF31002, PF31003, PF31004, PF31005, PF31006, PG31001, PG31002, PF31007",,06/13/2024 00:09:10.594,halverson@blm.gov_BLM_EGIS,06/13/2024 00:09:10.594,halverson@blm.gov_BLM_EGIS,,-113.5706881,44.71004471
198,460848bf-3d67-4541-a69a-08bd625c70f0,ID,BFO2024-ScottTable-001,ID_BFO_GRSG_2024_BFO2024-ScottTable-001_V1,ID_BFO_GRSG_2024,IDB02,14,6/11/2024 18:00,2024-06-11,Jimmy McCray,Emma Jaworski,,,,Spoke,,circle,2827.43,30,,,Yes,30,,,06/13/2024 15:32:00.899,jmccray@blm.gov_BLM_EGIS,09/09/2024 16:31:56.936,wthiel@blm.gov_BLM_EGIS,,-115.7033472,41.99175927
199,7263a05e-f3d0-479d-892b-5ef9e57d3266,ID,BFO2024-ScottTable-003,ID_BFO_GRSG_2024_BFO2024-ScottTable-003_V1,ID_BFO_GRSG_2024,IDB02,14,6/12/2024 18:00,2024-06-12,Jimmy McCray,Amy Johnson,,,,Spoke,,circle,2827.43,30,,,Yes,15,AF14004,,06/13/2024 15:32:02.877,jmccray@blm.gov_BLM_EGIS,09/03/2024 20:39:07.059,wthiel@blm.gov_BLM_EGIS,,-115.6801634,41.99916387
200,dba399ce-f212-4c0e-b281-e36666c3648e,ID,BFO2024-ScottTable-006,ID_BFO_GRSG_2024_BFO2024-ScottTable-006_V1,ID_BFO_GRSG_2024,IDB02,14,6/12/2024 18:00,2024-06-12,Jimmy McCray,Amy Johnson,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,06/13/2024 15:32:04.865,jmccray@blm.gov_BLM_EGIS,06/13/2024 15:32:04.865,jmccray@blm.gov_BLM_EGIS,,-115.6672351,42.00943045
201,56876743-f57e-4998-9403-1be02e9e969b,ID,47N55E12,ID_BFO_TRGT_2024_47N55E12_V1,ID_BFO_TRGT_2024,IDB02,15,6/11/2024 18:00,2024-06-11,Craig Carpenter,Sten Nyssen,,,,Spoke,,circle,2827.43,30,,,Yes,16,"AF15001, AF15002",,06/13/2024 15:32:36.345,snyssen@blm.gov_BLM_EGIS,06/13/2024 15:32:36.345,snyssen@blm.gov_BLM_EGIS,,-115.7092128,41.97470915
202,3b6b81af-dc18-4fc3-86bf-72cb07d6a004,ID,LowCM-024,ID_BFO_TRGT_2024_LowCM-024_V2,ID_BFO_TRGT_2024,IDB02,15,6/12/2024 18:00,2024-06-12,Craig Carpenter,Sten Nyssen,,,,Spoke,,circle,2827.43,30,,,Yes,16,"AF15003, AF15004",,06/13/2024 15:32:37.966,snyssen@blm.gov_BLM_EGIS,06/13/2024 15:32:37.966,snyssen@blm.gov_BLM_EGIS,,-115.6838949,41.99250039
204,6d79701c-b822-4706-bac8-c1f5ed7ddaa0,ID,06211-01-U802,ID_SAFO_GRSG_2024_06211-01-U802_V1,ID_SalmonFO_Fuels_2024,IDI04,31,6/13/2024 18:00,2024-06-13,Hannah Alverson,Hannah Alverson,,,,Spoke,,circle,2827.43,30,,,Yes,19,,,06/13/2024 23:47:11.908,halverson@blm.gov_BLM_EGIS,06/13/2024 23:47:11.908,halverson@blm.gov_BLM_EGIS,,-113.5783651,44.71318179
205,afc8d3f0-bc52-4b3c-b688-386f278d878e,ID,OFOSPR2024-04-002,ID_OFO_HAF_SPR_2024_OFOSPR2024-04-002_V1,ID_OFO_HAF_2024,IDB03,07,6/9/2024 18:00,2024-06-09,Jordan Rodriguez,Jordan Rodriguez,,,Observer/recorder: anjali shukla,Spoke,,circle,2827.43,30,,,Yes,20,,,06/14/2024 17:33:02.666,shukla.anjalirani,06/14/2024 17:33:02.666,shukla.anjalirani,,-116.8174372,43.26214959
206,58c31bdd-c064-41f5-b464-96c71517d8bf,ID,06211-01-U801,ID_SAFO_GRSG_2024_06211-01-U801_V1,ID_SalmonFO_Fuels_2024,IDI04,31,6/13/2024 18:00,2024-06-13,Sara Morelli,Sara Morelli,,,,Spoke,,circle,2827.43,30,,,Yes,37,,,06/14/2024 19:57:29.168,smorelli@blm.gov_BLM_EGIS,06/14/2024 19:57:29.168,smorelli@blm.gov_BLM_EGIS,,-113.5793824,44.71433245
207,4f68aeb0-5010-4dd6-b69a-e9cc3a254a4c,ID,OFOSPR2024-03-007,ID_OFO_HAF_SPR_2024_OFOSPR2024-03-007_V1,ID_OFO_HAF_2024,IDB03,07,6/5/2024 18:00,2024-06-05,Vinny Carfagno,Anjali Shukla,Vinny Carfagno,Vinny Carfagno,,Spoke,,circle,2827.43,30,,,Yes,15,"AF07005, AF07007, AF07009",,06/17/2024 02:03:29.453,shukla.anjalirani,06/17/2024 02:03:29.453,shukla.anjalirani,,-116.7668695,43.31584372
208,3126d0ce-b20b-46b0-8579-75b85fa400f6,ID,06236-09-U001,ID_SAFO_GRSG_2024_06236-09-U001_V2,ID_SalmonFO_ModHAF_2024,IDI04,30,6/12/2024 18:00,2024-06-12,Vicki Van Sickle,Max Brenna,,,,Spoke,,circle,2827.43,30,,,Yes,30,,,06/18/2024 16:03:36.063,vvansickle@blm.gov_BLM_EGIS,06/18/2024 16:03:36.063,vvansickle@blm.gov_BLM_EGIS,,-113.5269004,44.84440382
209,f13e4532-8c71-4582-ab9a-c3b4f44683a7,ID,LowCM-013,ID_BFO_TRGT_2024_LowCM-013_V2,ID_BFO_TRGT_2024,IDB02,14,6/17/2024 18:00,2024-06-17,Craig Carpenter,Jimmy McCray,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,06/18/2024 20:23:33.416,nredecker2,09/26/2024 16:42:59.101,wthiel@blm.gov_BLM_EGIS,,-116.3609372,42.48926717
210,63abb4b0-9fb3-42c3-9c10-032f3373719e,ID,06205-01-U004,ID_SAFO_GRSG_2024_06205-01-U004_V2,ID_SalmonFO_ModHAF_2024,IDI04,30,6/3/2024 18:00,2024-06-03,Reina Watkins,Reina Watkins,,,,Spoke,,circle,2827.43,30,,,Yes,25,PF30004,"ARTRW8, PSSP6, POSE, IOAL, PHLO2, CHVI8, CAAN7, MEOB, ORLU2, PESI, EROV, ANDI2, CRMO4, ARHO2, ERCO4, ERNA10, ANMI3, ASMI9, ARSO2, LOFO, DEPI, LERE7, BAPR5, PFXXXX",06/18/2024 21:15:06.628,rlwatkins@blm.gov_BLM_EGIS,06/18/2024 21:15:06.628,rlwatkins@blm.gov_BLM_EGIS,,-113.6707477,44.86572522
214,c6bac341-529f-42d7-a442-e7c31b7e3851,ID,06208-02-U801,ID_SAFO_GRSG_2024_06208-02-U801_V2,ID_SalmonFO_Fuels_2024,IDI04,31,6/20/2024 18:00,2024-06-20,Vicki Van Sickle,Vicki Van Sickle,,,,Spoke,,circle,2827.43,30,,,Yes,40,,,06/21/2024 00:01:14.396,vvansickle@blm.gov_BLM_EGIS,06/21/2024 00:01:14.396,vvansickle@blm.gov_BLM_EGIS,"ARTRV, PSME, FEID, PSSP6, TAOF, CAEU, SAOR2, POPR, ANMI3, AGGL, ARKI, ALTE, LOFO, ACMI2, SYAL, POGR8, LUWY, VIPR3, CAVA3, ARSO2, PHLO2, COPA3, RAGL, ASMI9, CAPE7, SPRU, GETR, ERUM, LIPA5, SELA, POAR8, HEGR8, ZIVE, CAAND, PIFL2, SYAS3, CLPE, ARHO2, SEHY, FRVI, FRSP, RAUN, ROWO, DAUN, BEWY, ANLA3, SYOR2, ACNE9, RICE, BRIN2",-113.6771052,44.77431305
220,25a425a4-7042-410f-bc5b-5ea52041bfd2,ID,04S06E07,ID_FRFO_TRGT_Trend_2024_04S06E07_V2,ID_FRFO_AIMTrend_2024,IDB01,16,6/18/2024 18:00,2024-06-18,Adam Sigwing,Amy Johnson,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,06/24/2024 16:21:25.249,jsigwing@blm.gov_BLM_EGIS,06/24/2024 16:21:25.249,jsigwing@blm.gov_BLM_EGIS,,-115.7960393,43.09574797
221,abce7320-cdc6-4cc6-a3f2-938d95b13c9a,ID,04S06E34,ID_FRFO_TRGT_Trend_2024_04S06E34_V2,ID_FRFO_AIMTrend_2024,IDB01,16,6/18/2024 18:00,2024-06-18,Adam Sigwing,Amy Johnson,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,06/24/2024 16:21:27.373,jsigwing@blm.gov_BLM_EGIS,06/24/2024 16:21:27.373,jsigwing@blm.gov_BLM_EGIS,,-115.733718,43.02731605
222,ba694c55-6836-4d3e-ae33-74015998146e,ID,05S06E04,ID_FRFO_TRGT_Trend_2024_05S06E04_V2,ID_FRFO_AIMTrend_2024,IDB01,16,6/18/2024 18:00,2024-06-18,Adam Sigwing,Amy Johnson,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,06/24/2024 16:21:28.962,jsigwing@blm.gov_BLM_EGIS,06/24/2024 16:21:28.962,jsigwing@blm.gov_BLM_EGIS,,-115.7507155,43.01437171
223,7235a631-e274-44a1-9303-261e158e865f,ID,CHFO2023-055,ID_CHFO_LUP_2023_CHFO2023-055_V2,ID_CHFO_LUP_2023,IDI03,03,6/19/2024 18:00,2024-06-19,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,100,"PF03043, PF03044, PF03045, PF03046, PF03047",,06/24/2024 20:47:25.733,spencercshaw12,06/24/2024 20:47:25.733,spencercshaw12,,-113.6005642,44.23670556
224,2523407d-5c92-4978-91bb-2ec8f7b0cb51,ID,CHFO2023-079,ID_CHFO_LUP_2023_CHFO2023-079_V2,ID_CHFO_LUP_2023,IDI03,03,6/19/2024 18:00,2024-06-19,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,60,PF03048,,06/24/2024 20:47:27.506,spencercshaw12,06/24/2024 20:47:27.506,spencercshaw12,,-113.5706774,44.2413923
225,415e33bb-1957-4a90-a41c-01c3bb42bc35,ID,CHFO2023-059,ID_CHFO_LUP_2023_CHFO2023-059_V2,ID_CHFO_LUP_2023,IDI03,03,6/20/2024 18:00,2024-06-20,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,20,"PF03049, PF03050",,06/24/2024 20:47:29.109,spencercshaw12,06/24/2024 20:47:29.109,spencercshaw12,,-113.6786723,44.3377092
226,89c9e57e-eb44-452a-9255-d9c1ea0be761,ID,CHFO2023-050,ID_CHFO_LUP_2023_CHFO2023-050_V2,ID_CHFO_LUP_2023,IDI03,03,6/21/2024 18:00,2024-06-21,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,120,"PF03053, PF03054, PF03055, PF03056, PF03057, PF03058, PF03059",,06/24/2024 20:47:30.497,spencercshaw12,06/24/2024 20:47:30.497,spencercshaw12,,-113.8958219,44.4354826
227,1d4583f2-a96f-4d7e-a260-8f04dda55387,ID,CHFO2023-074,ID_CHFO_LUP_2023_CHFO2023-074_V1,ID_CHFO_LUP_2023,IDI03,03,6/22/2024 18:00,2024-06-22,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,20,"PF03060, PF03061",,06/24/2024 20:47:32.114,spencercshaw12,06/24/2024 20:47:32.114,spencercshaw12,,-113.9450522,44.53100439
228,c82ec7b9-ccdd-4a73-be15-7baaa2c6a388,ID,CHFO2023-058,ID_CHFO_LUP_2023_CHFO2023-058_V1,ID_CHFO_LUP_2023,IDI03,03,6/22/2024 18:00,2024-06-22,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,40,PF03062,,06/24/2024 20:47:33.566,spencercshaw12,06/24/2024 20:47:33.566,spencercshaw12,,-114.0293692,44.58417348
229,69320387-fd4b-4723-a6cb-86243efcb85a,ID,CHFO2023-054,ID_CHFO_LUP_2023_CHFO2023-054_V2,ID_CHFO_LUP_2023,IDI03,03,6/20/2024 18:00,2024-06-20,Field Tech 1,Field Tech 1,,,,Spoke,,circle,2827.43,30,,,Yes,35,"SH03004, PF03051, PF03052",,06/24/2024 20:50:44.855,spencercshaw12,06/24/2024 20:50:44.855,spencercshaw12,,-113.7343509,44.43499286
230,8ef68645-672d-4225-9823-6e865f864532,ID,CHFO2023-066,ID_CHFO_LUP_2023_CHFO2023-066_V2,ID_CHFO_LUP_2023,IDI03,03,6/21/2024 18:00,2024-06-21,Roger morin ,Other,,,,Spoke,,circle,2827.43,30,,,Yes,15,SH03005,,06/24/2024 20:50:46.774,spencercshaw12,06/24/2024 20:50:46.774,spencercshaw12,,-113.9028309,44.52548433
231,2861d358-dacc-4169-9d59-18f2618236f3,ID,CHFO2023-070,ID_CHFO_LUP_2023_CHFO2023-070_V2,ID_CHFO_LUP_2023,IDI03,03,6/23/2024 18:00,2024-06-23,Field Tech 1,Field Tech 1,,,,Spoke,,circle,2827.43,30,,,Yes,60,SH03006,,06/24/2024 20:50:48.542,spencercshaw12,06/24/2024 20:50:48.542,spencercshaw12,,-114.0200061,44.69294082
232,7f3d67e3-265b-4cd2-a950-220b7fbfd19f,ID,LowCM-NR-005,ID_BFO_LUP_2022_LowCM-NR-005_V1,ID_BFO_LUP_2022,IDB02,05,6/19/2024 18:00,2024-06-19,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,20,"AF05020, AF05021",,06/24/2024 21:24:52.260,mmwsd12,06/24/2024 21:24:52.260,mmwsd12,,-116.1079816,42.42393247
233,646c4342-d8fa-4eed-b85d-d52ee712fc31,ID,BigWD-096,ID_BFO_LUP_2022_BigWD-096_V2,ID_BFO_LUP_2022,IDB02,05,6/20/2024 18:00,2024-06-20,Zoe Transtrum,Zoe Transtrum,,,,Spoke,,circle,2827.43,30,,,Yes,30,"PF05110, AG05110, PF05111",,06/24/2024 21:24:54.080,mmwsd12,06/24/2024 21:24:54.080,mmwsd12,,-115.8977362,42.37222115
234,1af101bc-3e97-453c-bf11-99ecda7cb997,ID,LowCM-179,ID_BFO_LUP_2022_LowCM-179_V2,ID_BFO_LUP_2022,IDB02,05,6/22/2024 18:00,2024-06-22,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,20,"AF05118, SH05100, AG05100",,06/24/2024 21:24:55.652,mmwsd12,06/24/2024 21:24:55.652,mmwsd12,,-116.4191552,42.48939112
235,a1abc434-205a-4484-9c84-2896119cb468,ID,LowCM-186,ID_BFO_LUP_2022_LowCM-186_V2,ID_BFO_LUP_2022,IDB02,05,6/22/2024 18:00,2024-06-22,Zoe Transtrum,Zoe Transtrum,,,,Spoke,,circle,2827.43,30,,,Yes,20,"PF05120, AF05119",,06/24/2024 21:24:57.325,mmwsd12,06/24/2024 21:24:57.325,mmwsd12,,-116.4294166,42.55259825
